,icd_code,icd_code_desc,icd_code_desc_de
73047,C79,,Sekundäre bösartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen
73048,C790,,Sekundäre bösartige Neubildung der Niere und des Nierenbeckens
73049,C791,,Sekundäre bösartige Neubildung der Harnblase sowie sonstiger und nicht näher bezeichneter Harnorgane
73050,C793,,Sekundäre bösartige Neubildung des Gehirns und der Hirnhäute
73051,C794,,Sekundäre bösartige Neubildung sonstiger und nicht näher bezeichneter Teile des Nervensystems
73052,C795,,Sekundäre bösartige Neubildung des Knochens und des Knochenmarkes
73053,C796,,Sekundäre bösartige Neubildung des Ovars
73054,C797,,Sekundäre bösartige Neubildung der Nebenniere
73055,C798,,Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen
73056,C7983,,Sekundäre bösartige Neubildung des Perikards
73057,C7984,,Sonstige sekundäre bösartige Neubildung des Herzens
73058,C7985,,Sekundäre bösartige Neubildung des Bindegewebes und anderer Weichteilgewebe des Halses
73059,C7986,,Sekundäre bösartige Neubildung des Bindegewebes und anderer Weichteilgewebe der Extremitäten
73060,C7988,,Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen
73061,C80,,Bösartige Neubildung ohne Angabe der Lokalisation
73062,C809,,"Bösartige Neubildung, nicht näher bezeichnet"
73063,C81,,Hodgkin-Lymphom [Lymphogranulomatose]
73064,C810,,Noduläres lymphozytenprädominantes Hodgkin-Lymphom
73065,C811,,Nodulär-sklerosierendes (klassisches) Hodgkin-Lymphom
73066,C812,,Gemischtzelliges (klassisches) Hodgkin-Lymphom
73067,C813,,Lymphozytenarmes (klassisches) Hodgkin-Lymphom
73068,C814,,Lymphozytenreiches (klassisches) Hodgkin-Lymphom
73069,C817,,Sonstige Typen des (klassischen) Hodgkin-Lymphoms
73070,C819,,"Hodgkin-Lymphom, nicht näher bezeichnet"
73071,C82,,Follikuläres Lymphom
73072,C820,,Follikuläres Lymphom Grad I
73073,C821,,Follikuläres Lymphom Grad II
73074,C822,,"Follikuläres Lymphom Grad III, nicht näher bezeichnet"
73075,C823,,Follikuläres Lymphom Grad IIIa
73076,C824,,Follikuläres Lymphom Grad IIIb
73077,C825,,Diffuses Follikelzentrumslymphom
73078,C826,,Kutanes Follikelzentrumslymphom
73079,C827,,Sonstige Typen des follikulären Lymphoms
73080,C829,,"Follikuläres Lymphom, nicht näher bezeichnet"
73081,C83,,Nicht follikuläres Lymphom
73082,C830,,Kleinzelliges B-Zell-Lymphom
73083,C831,,Mantelzell-Lymphom
73084,C833,,Diffuses großzelliges B-Zell-Lymphom
73085,C835,,Lymphoblastisches Lymphom
73086,C837,,Burkitt-Lymphom
73087,C838,,Sonstige nicht follikuläre Lymphome
73088,C839,,"Nicht follikuläres Lymphom, nicht näher bezeichnet"
73089,C84,,Reifzellige T/NK-Zell-Lymphome
73090,C840,,Mycosis fungoides
73091,C841,,Sézary-Syndrom
73092,C844,,"Peripheres T-Zell-Lymphom, nicht spezifiziert"
73093,C845,,Sonstige reifzellige T/NK-Zell-Lymphome
73094,C846,,"Anaplastisches großzelliges Lymphom, ALK-positiv"
73095,C847,,"Anaplastisches großzelliges Lymphom, ALK-negativ"
73096,C848,,"Kutanes T-Zell-Lymphom, nicht näher bezeichnet"
73097,C849,,"Reifzelliges T/NK-Zell-Lymphom, nicht näher bezeichnet"
73098,C85,,Sonstige und nicht näher bezeichnete Typen des Non-Hodgkin-Lymphoms
73099,C851,,"B-Zell-Lymphom, nicht näher bezeichnet"
73100,C852,,Mediastinales (thymisches) großzelliges B-Zell-Lymphom
73101,C857,,Sonstige näher bezeichnete Typen des Non-Hodgkin-Lymphoms
73102,C859,,"Non-Hodgkin-Lymphom, nicht näher bezeichnet"
73103,C86,,Weitere spezifizierte T/NK-Zell-Lymphome
73104,C88,,Bösartige immunproliferative Krankheiten
73105,C8800,,Makroglobulinämie Waldenström: Ohne Angabe einer kompletten Remission
73106,C8801,,Makroglobulinämie Waldenström: In kompletter Remission
73107,C8820,,Sonstige Schwerkettenkrankheit: Ohne Angabe einer kompletten Remission
73108,C8821,,Sonstige Schwerkettenkrankheit: In kompletter Remission
73109,C8830,,Immunproliferative Dünndarmkrankheit: Ohne Angabe einer kompletten Remission
73110,C8831,,Immunproliferative Dünndarmkrankheit: In kompletter Remission
73111,C8840,,Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]: Ohne Angabe einer kompletten Remission
73112,C8841,,Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]: In kompletter Remission
73113,C887,,Sonstige bösartige immunproliferative Krankheiten
73114,C8870,,Sonstige bösartige immunproliferative Krankheiten: Ohne Angabe einer kompletten Remission
73115,C8871,,Sonstige bösartige immunproliferative Krankheiten: In kompletter Remission
73116,C8890,,"Bösartige immunproliferative Krankheit, nicht näher bezeichnet: Ohne Angabe einer kompletten Remission"
73117,C8891,,"Bösartige immunproliferative Krankheit, nicht näher bezeichnet: In kompletter Remission"
73118,C90,,Plasmozytom und bösartige Plasmazellen-Neubildungen
73119,C900,,Multiples Myelom
73120,C901,,Plasmazellenleukämie
73121,C902,,Extramedulläres Plasmozytom
73122,C903,,Solitäres Plasmozytom
73123,C91,,Lymphatische Leukämie
73124,C910,,Akute lymphatische Leukämie [ALL]
73125,C911,,Chronische lymphatische Leukämie vom B-Zell-Typ [CLL]
73126,C913,,Prolymphozytäre Leukämie vom B-Zell-Typ
73127,C914,,Haarzellenleukämie
73128,C915,,Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert)
73129,C916,,Prolymphozyten-Leukämie vom T-Zell-Typ
73130,C917,,Sonstige lymphatische Leukämie
73131,C9170,,Sonstige lymphatische Leukämie: Ohne Angabe einer kompletten Remission
73132,C9171,,Sonstige lymphatische Leukämie: In kompletter Remission
73133,C918,,Reifzellige B-ALL vom Burkitt-Typ
73134,C9180,,Reifzellige B-ALL vom Burkitt-Typ: Ohne Angabe einer kompletten Remission
73135,C9181,,Reifzellige B-ALL vom Burkitt-Typ: In kompletter Remission
73136,C919,,"Lymphatische Leukämie, nicht näher bezeichnet"
73137,C92,,Myeloische Leukämie
73138,C920,,Akute myeloblastische Leukämie [AML]
73139,C921,,"Chronische myeloische Leukämie [CML], BCR/ABL-positiv"
73140,C922,,"Atypische chronische myeloische Leukämie, BCR/ABL-negativ"
73141,C923,,Myelosarkom
73142,C924,,Akute Promyelozyten-Leukämie [PCL]
73143,C925,,Akute myelomonozytäre Leukämie
73144,C926,,Akute myeloische Leukämie mit 11q23-Abnormität
73145,C927,,Sonstige myeloische Leukämie
73146,C9270,,Sonstige myeloische Leukämie: Ohne Angabe einer kompletten Remission
73147,C9271,,Sonstige myeloische Leukämie: In kompletter Remission
73148,C928,,Akute myeloische Leukämie mit multilineärer Dysplasie
73149,C9280,,Akute myeloische Leukämie mit multilineärer Dysplasie: Ohne Angabe einer kompletten Remission
73150,C9281,,Akute myeloische Leukämie mit multilineärer Dysplasie: In kompletter Remission
73151,C929,,"Myeloische Leukämie, nicht näher bezeichnet"
73152,C93,,Monozytenleukämie
73153,C930,,Akute Monoblasten-/Monozytenleukämie
73154,C931,,Chronische myelomonozytäre Leukämie
73155,C933,,Juvenile myelomonozytäre Leukämie
73156,C937,,Sonstige Monozytenleukämie
73157,C9370,,Sonstige Monozytenleukämie: Ohne Angabe einer kompletten Remission
73158,C9371,,Sonstige Monozytenleukämie: In kompletter Remission
73159,C939,,"Monozytenleukämie, nicht näher bezeichnet"
73160,C94,,Sonstige Leukämien näher bezeichneten Zelltyps
73161,C940,,Akute Erythroleukämie
73162,C942,,Akute Megakaryoblastenleukämie
73163,C943,,Mastzellenleukämie
73164,C944,,Akute Panmyelose mit Myelofibrose
73165,C9460,,"Myelodysplastische und myeloproliferative Krankheit, nicht klassifizierbar: Ohne Angabe einer kompletten Remission"
73166,C9461,,"Myelodysplastische und myeloproliferative Krankheit, nicht klassifizierbar: In kompletter Remission"
73167,C947,,Sonstige näher bezeichnete Leukämien
73168,C9470,,Sonstige näher bezeichnete Leukämien: Ohne Angabe einer kompletten Remission
73169,C9471,,Sonstige näher bezeichnete Leukämien: In kompletter Remission
73170,C948,,Blastenkrise bei chronischer myeloischer Leukämie [CML]
73171,C95,,Leukämie nicht näher bezeichneten Zelltyps
73172,C950,,Akute Leukämie nicht näher bezeichneten Zelltyps
73173,C951,,Chronische Leukämie nicht näher bezeichneten Zelltyps
73174,C957,,Sonstige Leukämie nicht näher bezeichneten Zelltyps
73175,C9570,,Sonstige Leukämie nicht näher bezeichneten Zelltyps: Ohne Angabe einer kompletten Remission
73176,C9571,,Sonstige Leukämie nicht näher bezeichneten Zelltyps: In kompletter Remission
73177,C958,,"Leukämie, refraktär auf Standard-Induktionstherapie"
73178,C959,,"Leukämie, nicht näher bezeichnet"
73179,C96,,"Sonstige und nicht näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes"
73180,C962,,Bösartiger Mastzelltumor
73181,C967,,"Sonstige näher bezeichnete bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes"
73182,C968,,Histiozytisches Sarkom
73183,C97,,Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen
73184,D00,,"Carcinoma in situ der Mundhöhle, des Ösophagus und des Magens"
73185,D000,,"Carcinoma in situ: Lippe, Mundhöhle und Pharynx"
73186,D01,,Carcinoma in situ sonstiger und nicht näher bezeichneter Verdauungsorgane
73187,D014,,Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
73188,D02,,Carcinoma in situ des Mittelohres und des Atmungssystems
73189,D022,,Carcinoma in situ: Bronchus und Lunge
73190,D03,,Melanoma in situ
73191,D031,,"Melanoma in situ des Augenlides, einschließlich Kanthus"
73192,D032,,Melanoma in situ des Ohres und des äußeren Gehörganges
73193,D033,,Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes
73194,D035,,Melanoma in situ des Rumpfes
73195,D036,,"Melanoma in situ der oberen Extremität, einschließlich Schulter"
73196,D037,,"Melanoma in situ der unteren Extremität, einschließlich Hüfte"
73197,D04,,Carcinoma in situ der Haut
73198,D041,,"Carcinoma in situ: Haut des Augenlides, einschließlich Kanthus"
73199,D042,,Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges
73200,D043,,Carcinoma in situ: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
73201,D046,,"Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter"
73202,D047,,"Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte"
73203,D05,,Carcinoma in situ der Brustdrüse [Mamma]
73204,D050,,Lobuläres Carcinoma in situ der Brustdrüse
73205,D051,,Carcinoma in situ der Milchgänge
73206,D057,,Sonstiges Carcinoma in situ der Brustdrüse
73207,D059,,"Carcinoma in situ der Brustdrüse, nicht näher bezeichnet"
73208,D06,,Carcinoma in situ der Cervix uteri
73209,D07,,Carcinoma in situ sonstiger und nicht näher bezeichneter Genitalorgane
73210,D073,,Carcinoma in situ: Sonstige und nicht näher bezeichnete weibliche Genitalorgane
73211,D076,,Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane
73212,D09,,Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen
73213,D091,,Carcinoma in situ: Sonstige und nicht näher bezeichnete Harnorgane
73214,D092,,Carcinoma in situ: Auge
73215,D097,,Carcinoma in situ sonstiger näher bezeichneter Lokalisationen
73216,D10,,Gutartige Neubildung des Mundes und des Pharynx
73217,D103,,Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes
73218,D11,,Gutartige Neubildung der großen Speicheldrüsen
73219,D12,,"Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus"
73220,D13,,Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems
73221,D133,,Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes
73222,D14,,Gutartige Neubildung des Mittelohres und des Atmungssystems
73223,D143,,Gutartige Neubildung: Bronchus und Lunge
73224,D15,,Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe
73225,D16,,Gutartige Neubildung des Knochens und des Gelenkknorpels
73226,D160,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität
73227,D161,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität
73228,D162,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität
73229,D163,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität
73230,D1641,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kraniofazial
73231,D1642,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Maxillofazial
73232,D1670,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen
73233,D1671,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Sternum
73234,D1672,,Gutartige Neubildung des Knochens und des Gelenkknorpels: Klavikula
73235,D17,,Gutartige Neubildung des Fettgewebes
73236,D172,,Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
73237,D173,,Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
73238,D177,,Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
73239,D18,,Hämangiom und Lymphangiom
73240,D180,,Hämangiom
73241,D1804,,Hämangiom: Verdauungssystem
73242,D1805,,"Hämangiom: Ohr, Nase, Mund und Rachen"
73243,D1806,,Hämangiom: Auge und Orbita
73244,D1808,,Hämangiom: Sonstige Lokalisationen
73245,D1810,,Lymphangiom: Hygroma colli cysticum
73246,D1811,,Lymphangiom: Axilla
73247,D1812,,Lymphangiom: Inguinal
73248,D1813,,Lymphangiom: Retroperitoneal
73249,D1818,,Lymphangiom: Sonstige Lokalisationen
73250,D1819,,Lymphangiom: Nicht näher bezeichnete Lokalisation
73251,D19,,Gutartige Neubildung des mesothelialen Gewebes
73252,D20,,Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums
73253,D21,,Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe
73254,D211,,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter"
73255,D212,,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte"
73256,D22,,Melanozytennävus
73257,D221,,"Melanozytennävus des Augenlides, einschließlich Kanthus"
73258,D222,,Melanozytennävus des Ohres und des äußeren Gehörganges
73259,D223,,Melanozytennävus sonstiger und nicht näher bezeichneter Teile des Gesichtes
73260,D226,,"Melanozytennävus der oberen Extremität, einschließlich Schulter"
73261,D227,,"Melanozytennävus der unteren Extremität, einschließlich Hüfte"
73262,D23,,Sonstige gutartige Neubildungen der Haut
73263,D231,,"Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus"
73264,D232,,Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges
73265,D233,,Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
73266,D236,,"Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter"
73267,D237,,"Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte"
73268,D24,,Gutartige Neubildung der Brustdrüse [Mamma]
73269,D25,,Leiomyom des Uterus
73270,D26,,Sonstige gutartige Neubildungen des Uterus
73271,D27,,Gutartige Neubildung des Ovars
73272,D28,,Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane
73273,D29,,Gutartige Neubildung der männlichen Genitalorgane
73274,D292,,Gutartige Neubildung: Hoden
73275,D293,,Gutartige Neubildung: Nebenhoden
73276,D297,,Gutartige Neubildung: Sonstige männliche Genitalorgane
73277,D30,,Gutartige Neubildung der Harnorgane
73278,D300,,Gutartige Neubildung: Niere
73279,D301,,Gutartige Neubildung: Nierenbecken
73280,D302,,Gutartige Neubildung: Ureter
73281,D307,,Gutartige Neubildung: Sonstige Harnorgane
73282,D31,,Gutartige Neubildung des Auges und der Augenanhangsgebilde
73283,D310,,Gutartige Neubildung: Konjunktiva
73284,D311,,Gutartige Neubildung: Kornea
73285,D312,,Gutartige Neubildung: Retina
73286,D313,,Gutartige Neubildung: Chorioidea
73287,D314,,Gutartige Neubildung: Ziliarkörper
73288,D315,,Gutartige Neubildung: Tränendrüse und Tränenwege
73289,D316,,"Gutartige Neubildung: Orbita, nicht näher bezeichnet"
73290,D319,,"Gutartige Neubildung: Auge, nicht näher bezeichnet"
73291,D32,,Gutartige Neubildung der Meningen
73292,D33,,Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems
73293,D35,,Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen
73294,D350,,Gutartige Neubildung: Nebenniere
73295,D358,,Gutartige Neubildung: Beteiligung mehrerer endokriner Drüsen
73296,D36,,Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen
73297,D361,,Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem
73298,D37,,Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane
73299,D370,,"Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx"
73300,D377,,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
73301,D3770,,Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
73302,D3778,,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
73303,D38,,"Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe"
73304,D39,,Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane
73305,D391,,Neubildung unsicheren oder unbekannten Verhaltens: Ovar
73306,D397,,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
73307,D40,,Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane
73308,D401,,Neubildung unsicheren oder unbekannten Verhaltens: Hoden
73309,D407,,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
73310,D41,,Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane
73311,D410,,Neubildung unsicheren oder unbekannten Verhaltens: Niere
73312,D411,,Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken
