,icd_code,icd_code_desc_de
531,B17,Sonstige akute Virushepatitis
532,B170,Akute Delta-Virus- (Super-) Infektion eines Hepatitis-B- (Virus-) Trägers
533,B171,Akute Virushepatitis C
534,B172,Akute Virushepatitis E
535,B178,Sonstige näher bezeichnete akute Virushepatitis
536,B179,"Akute Virushepatitis, nicht näher bezeichnet"
537,B18,Chronische Virushepatitis
538,B180,Chronische Virushepatitis B mit Delta-Virus
539,B181,Chronische Virushepatitis B ohne Delta-Virus
540,B1811,"Chronische Virushepatitis B ohne Delta-Virus, Phase 1"
541,B1812,"Chronische Virushepatitis B ohne Delta-Virus, Phase 2"
542,B1813,"Chronische Virushepatitis B ohne Delta-Virus, Phase 3"
543,B1814,"Chronische Virushepatitis B ohne Delta-Virus, Phase 4"
544,B1819,"Chronische Virushepatitis B ohne Delta-Virus, Phase nicht näher bezeichnet"
545,B182,Chronische Virushepatitis C
546,B188,Sonstige chronische Virushepatitis
547,B189,"Chronische Virushepatitis, nicht näher bezeichnet"
548,B19,Nicht näher bezeichnete Virushepatitis
549,B190,Nicht näher bezeichnete Virushepatitis mit hepatischem Koma
550,B199,Nicht näher bezeichnete Virushepatitis ohne hepatisches Koma
551,B20,Infektiöse und parasitäre Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
552,B21,Bösartige Neubildungen infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
553,B22,Sonstige näher bezeichnete Krankheiten infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
554,B23,Sonstige Krankheitszustände infolge HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
555,B230,Akutes HIV-Infektionssyndrom
556,B238,Sonstige näher bezeichnete Krankheitszustände infolge HIV-Krankheit
557,B24,Nicht näher bezeichnete HIV-Krankheit [Humane Immundefizienz-Viruskrankheit]
558,B25,Zytomegalie
559,B250,Pneumonie durch Zytomegalieviren
560,B251,Hepatitis durch Zytomegalieviren
561,B252,Pankreatitis durch Zytomegalieviren
562,B258,Sonstige Zytomegalie
563,B2580,Infektion des Verdauungstraktes durch Zytomegalieviren
564,B2588,Sonstige Zytomegalie
565,B259,"Zytomegalie, nicht näher bezeichnet"
566,B26,Mumps
567,B260,Mumps-Orchitis
568,B261,Mumps-Meningitis
569,B262,Mumps-Enzephalitis
570,B263,Mumps-Pankreatitis
571,B268,Mumps mit sonstigen Komplikationen
572,B269,Mumps ohne Komplikation
573,B27,Infektiöse Mononukleose
574,B270,Mononukleose durch Gamma-Herpesviren
575,B271,Mononukleose durch Zytomegalieviren
576,B278,Sonstige infektiöse Mononukleose
577,B279,"Infektiöse Mononukleose, nicht näher bezeichnet"
578,B30,Viruskonjunktivitis
579,B300,Keratokonjunktivitis durch Adenoviren
580,B301,Konjunktivitis durch Adenoviren
581,B302,Pharyngokonjunktivalfieber (durch Viren)
582,B303,Akute epidemische hämorrhagische Konjunktivitis (durch Enteroviren)
583,B308,Sonstige Konjunktivitis durch Viren
584,B309,"Konjunktivitis durch Viren, nicht näher bezeichnet"
585,B33,"Sonstige Viruskrankheiten, anderenorts nicht klassifiziert"
586,B330,Pleurodynia epidemica
587,B331,Ross-River-Krankheit
588,B332,Karditis durch Viren
589,B333,"Infektion durch Retroviren, anderenorts nicht klassifiziert"
590,B334,Hantavirus- (Herz-) Lungensyndrom
591,B338,Sonstige näher bezeichnete Viruskrankheiten
592,B34,Viruskrankheit nicht näher bezeichneter Lokalisation
593,B340,Infektion durch Adenoviren nicht näher bezeichneter Lokalisation
594,B341,Infektion durch Enteroviren nicht näher bezeichneter Lokalisation
595,B342,Infektion durch Coronaviren nicht näher bezeichneter Lokalisation
596,B343,Infektion durch Parvoviren nicht näher bezeichneter Lokalisation
597,B344,Infektion durch Papovaviren nicht näher bezeichneter Lokalisation
598,B348,Sonstige Virusinfektionen nicht näher bezeichneter Lokalisation
599,B349,"Virusinfektion, nicht näher bezeichnet"
600,B35,Dermatophytose [Tinea]
601,B350,Tinea barbae und Tinea capitis
602,B351,Tinea unguium
603,B352,Tinea manuum
604,B353,Tinea pedis
605,B354,Tinea corporis
606,B355,Tinea imbricata
607,B356,Tinea inguinalis [Tinea cruris]
608,B358,Sonstige Dermatophytosen
609,B359,"Dermatophytose, nicht näher bezeichnet"
610,B36,Sonstige oberflächliche Mykosen
611,B360,Pityriasis versicolor
612,B361,Tinea nigra
613,B362,Piedra alba [weiße Piedra]
614,B363,Piedra nigra [schwarze Piedra]
615,B368,Sonstige näher bezeichnete oberflächliche Mykosen
616,B369,"Oberflächliche Mykose, nicht näher bezeichnet"
617,B37,Kandidose
618,B370,Candida-Stomatitis
619,B371,Kandidose der Lunge
620,B372,Kandidose der Haut und der Nägel
621,B373,Kandidose der Vulva und der Vagina
622,B374,Kandidose an sonstigen Lokalisationen des Urogenitalsystems
623,B375,Candida-Meningitis
624,B376,Candida-Endokarditis
625,B377,Candida-Sepsis
626,B378,Kandidose an sonstigen Lokalisationen
627,B3781,Candida-Ösophagitis
628,B3788,Kandidose an sonstigen Lokalisationen
629,B379,"Kandidose, nicht näher bezeichnet"
630,B38,Kokzidioidomykose
631,B380,Akute Kokzidioidomykose der Lunge
632,B381,Chronische Kokzidioidomykose der Lunge
633,B382,"Kokzidioidomykose der Lunge, nicht näher bezeichnet"
634,B383,Kokzidioidomykose der Haut
635,B384,Kokzidioidomykose der Meningen
636,B387,Disseminierte Kokzidioidomykose
637,B388,Sonstige Formen der Kokzidioidomykose
638,B389,"Kokzidioidomykose, nicht näher bezeichnet"
639,B39,Histoplasmose
640,B390,Akute Histoplasmose der Lunge durch Histoplasma capsulatum
641,B391,Chronische Histoplasmose der Lunge durch Histoplasma capsulatum
642,B392,"Histoplasmose der Lunge durch Histoplasma capsulatum, nicht näher bezeichnet"
643,B393,Disseminierte Histoplasmose durch Histoplasma capsulatum
644,B394,"Histoplasmose durch Histoplasma capsulatum, nicht näher bezeichnet"
645,B395,Histoplasmose durch Histoplasma duboisii
646,B399,"Histoplasmose, nicht näher bezeichnet"
647,B40,Blastomykose
648,B400,Akute Blastomykose der Lunge
649,B401,Chronische Blastomykose der Lunge
650,B402,"Blastomykose der Lunge, nicht näher bezeichnet"
651,B403,Blastomykose der Haut
652,B407,Disseminierte Blastomykose
653,B408,Sonstige Formen der Blastomykose
654,B409,"Blastomykose, nicht näher bezeichnet"
655,B41,Parakokzidioidomykose
656,B410,Parakokzidioidomykose der Lunge
657,B417,Disseminierte Parakokzidioidomykose
658,B418,Sonstige Formen der Parakokzidioidomykose
659,B419,"Parakokzidioidomykose, nicht näher bezeichnet"
660,B42,Sporotrichose
661,B420,Sporotrichose der Lunge
662,B421,Lymphokutane Sporotrichose
663,B427,Disseminierte Sporotrichose
664,B428,Sonstige Formen der Sporotrichose
665,B429,"Sporotrichose, nicht näher bezeichnet"
666,B43,Chromomykose und chromomykotischer Abszess
667,B430,Chromomykose der Haut
668,B431,Chromomykotischer Abszess des Gehirns
669,B432,Chromomykotische(r) Abszess und Zyste der Unterhaut
670,B438,Sonstige Formen der Chromomykose
671,B439,"Chromomykose, nicht näher bezeichnet"
672,B44,Aspergillose
673,B440,Invasive Aspergillose der Lunge
674,B441,Sonstige Aspergillose der Lunge
675,B442,Aspergillose der Tonsillen
676,B447,Disseminierte Aspergillose
677,B448,Sonstige Formen der Aspergillose
678,B449,"Aspergillose, nicht näher bezeichnet"
679,B45,Kryptokokkose
680,B450,Kryptokokkose der Lunge
681,B451,Kryptokokkose des Gehirns
682,B452,Kryptokokkose der Haut
683,B453,Kryptokokkose der Knochen
684,B457,Disseminierte Kryptokokkose
685,B458,Sonstige Formen der Kryptokokkose
686,B459,"Kryptokokkose, nicht näher bezeichnet"
687,B46,Zygomykose
688,B460,Mukormykose der Lunge
689,B461,Rhinozerebrale Mukormykose
690,B462,Mukormykose des Magen-Darm-Trakts
691,B463,Mukormykose der Haut
692,B464,Disseminierte Mukormykose
693,B465,"Mukormykose, nicht näher bezeichnet"
694,B468,Sonstige Formen der Zygomykose
695,B469,"Zygomykose, nicht näher bezeichnet"
696,B47,Myzetom
697,B470,Eumyzetom
698,B471,Aktinomyzetom
699,B479,"Myzetom, nicht näher bezeichnet"
700,B48,"Sonstige Mykosen, anderenorts nicht klassifiziert"
701,B480,Lobomykose
702,B481,Rhinosporidiose
703,B482,Allescheriose
704,B483,Geotrichose
705,B484,Penizilliose
706,B485,Pneumozystose
707,B487,Mykosen durch opportunistisch-pathogene Pilze
708,B488,Sonstige näher bezeichnete Mykosen
709,B49,Nicht näher bezeichnete Mykose
710,B50,Malaria tropica durch Plasmodium falciparum
711,B500,Malaria tropica mit zerebralen Komplikationen
712,B508,Sonstige schwere Formen oder Komplikationen der Malaria tropica
713,B509,"Malaria tropica, nicht näher bezeichnet"
714,B51,Malaria tertiana durch Plasmodium vivax
715,B510,Malaria tertiana mit Milzruptur
716,B518,Malaria tertiana mit sonstigen Komplikationen
717,B519,Malaria tertiana ohne Komplikation
718,B52,Malaria quartana durch Plasmodium malariae
719,B520,Malaria quartana mit Nephropathie
720,B528,Malaria quartana mit sonstigen Komplikationen
721,B529,Malaria quartana ohne Komplikation
722,B53,Sonstige parasitologisch bestätigte Malaria
723,B530,Malaria durch Plasmodium ovale
724,B531,Malaria durch Affen-Plasmodien
725,B538,"Sonstige parasitologisch bestätigte Malaria, anderenorts nicht klassifiziert"
726,B54,"Malaria, nicht näher bezeichnet"
727,B55,Leishmaniose
728,B550,Viszerale Leishmaniose
729,B551,Kutane Leishmaniose
730,B552,Mukokutane Leishmaniose
731,B559,"Leishmaniose, nicht näher bezeichnet"
732,B56,Afrikanische Trypanosomiasis
733,B560,Trypanosomiasis gambiensis
734,B561,Trypanosomiasis rhodesiensis
735,B569,"Afrikanische Trypanosomiasis, nicht näher bezeichnet"
736,B57,Chagas-Krankheit
737,B570,Akute Chagas-Krankheit mit Herzbeteiligung
738,B571,Akute Chagas-Krankheit ohne Herzbeteiligung
739,B572,Chagas-Krankheit (chronisch) mit Herzbeteiligung
740,B573,Chagas-Krankheit (chronisch) mit Beteiligung des Verdauungssystems
741,B574,Chagas-Krankheit (chronisch) mit Beteiligung des Nervensystems
742,B575,Chagas-Krankheit (chronisch) mit Beteiligung sonstiger Organe
743,B58,Toxoplasmose
744,B580,Augenerkrankung durch Toxoplasmen
745,B581,Hepatitis durch Toxoplasmen
746,B582,Meningoenzephalitis durch Toxoplasmen
747,B583,Toxoplasmose der Lunge
748,B588,Toxoplasmosen mit Beteiligung sonstiger Organe
749,B589,"Toxoplasmose, nicht näher bezeichnet"
750,B60,"Sonstige Protozoenkrankheiten, anderenorts nicht klassifiziert"
751,B600,Babesiose
752,B601,Akanthamöbiasis
753,B602,Naegleriainfektion
754,B608,Sonstige näher bezeichnete Protozoenkrankheiten
755,B64,Nicht näher bezeichnete Protozoenkrankheit
756,B65,Schistosomiasis [Bilharziose]
757,B650,Schistosomiasis durch Schistosoma haematobium [Blasenbilharziose]
758,B651,Schistosomiasis durch Schistosoma mansoni [Darmbilharziose]
759,B652,Schistosomiasis durch Schistosoma japonicum
760,B653,Zerkariendermatitis
761,B658,Sonstige Formen der Schistosomiasis
762,B659,"Schistosomiasis, nicht näher bezeichnet"
763,B66,Befall durch sonstige Trematoden [Egel]
764,B660,Opisthorchiasis
765,B661,Clonorchiasis
766,B662,Dicrocoeliasis
767,B663,Fascioliasis
768,B664,Paragonimiasis
769,B665,Fasciolopsiasis
770,B668,Befall durch sonstige näher bezeichnete Trematoden
771,B669,"Trematodenbefall, nicht näher bezeichnet"
772,B67,Echinokokkose
773,B670,Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Leber
774,B671,Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Lunge
775,B672,Echinococcus-granulosus-Infektion [zystische Echinokokkose] der Knochen
776,B673,Echinococcus-granulosus-Infektion [zystische Echinokokkose] an mehreren und sonstigen Lokalisationen
777,B674,"Echinococcus-granulosus-Infektion [zystische Echinokokkose], nicht näher bezeichnet"
778,B675,Echinococcus-multilocularis-Infektion [alveoläre Echinokokkose] der Leber
779,B676,Echinococcus-multilocularis-Infektion [alveoläre Echinokokkose] an mehreren und sonstigen Lokalisationen
780,B677,"Echinococcus-multilocularis-Infektion [alveoläre Echinokokkose], nicht näher bezeichnet"
781,B678,Nicht näher bezeichnete Echinokokkose der Leber
782,B679,Sonstige und nicht näher bezeichnete Echinokokkose
783,B68,Taeniasis
784,B680,Befall durch Taenia solium
785,B681,Befall durch Taenia saginata
786,B689,"Taeniasis, nicht näher bezeichnet"
787,B69,Zystizerkose
788,B690,Zystizerkose des Zentralnervensystems
789,B691,Zystizerkose der Augen
790,B698,Zystizerkose an sonstigen Lokalisationen
791,B699,"Zystizerkose, nicht näher bezeichnet"
792,B70,Diphyllobothriose und Sparganose
793,B700,Diphyllobothriose
794,B701,Sparganose
795,B71,Befall durch sonstige Zestoden
796,B710,Hymenolepiasis
797,B711,Dipylidiose
798,B718,Sonstige näher bezeichnete Zestodeninfektionen
799,B719,"Zestodeninfektion, nicht näher bezeichnet"
800,B72,Drakunkulose
801,B73,Onchozerkose
802,B74,Filariose
803,B740,Filariose durch Wuchereria bancrofti
804,B741,Filariose durch Brugia malayi
805,B742,Filariose durch Brugia timori
806,B743,Loiasis
807,B744,Mansonelliasis
808,B748,Sonstige Filariose
809,B749,"Filariose, nicht näher bezeichnet"
810,B75,Trichinellose
811,B76,Hakenwurm-Krankheit
812,B760,Ankylostomiasis
813,B761,Nekatoriasis
814,B768,Sonstige Hakenwurm-Krankheiten
815,B769,"Hakenwurm-Krankheit, nicht näher bezeichnet"
816,B77,Askaridose
817,B770,Askaridose mit intestinalen Komplikationen
818,B778,Askaridose mit sonstigen Komplikationen
819,B779,"Askaridose, nicht näher bezeichnet"
820,B78,Strongyloidiasis
821,B780,Strongyloidiasis des Darmes
822,B781,Strongyloidiasis der Haut
823,B787,Disseminierte Strongyloidiasis
824,B789,"Strongyloidiasis, nicht näher bezeichnet"
825,B79,Trichuriasis
826,B80,Enterobiasis
827,B81,"Sonstige intestinale Helminthosen, anderenorts nicht klassifiziert"
828,B810,Anisakiasis
829,B811,Intestinale Kapillariasis
830,B812,Trichostrongyliasis
831,B813,Intestinale Angiostrongyliasis
832,B814,Mischformen intestinaler Helminthosen
833,B818,Sonstige näher bezeichnete intestinale Helminthosen
834,B82,Nicht näher bezeichneter intestinaler Parasitismus
835,B820,"Intestinale Helminthose, nicht näher bezeichnet"
836,B829,"Intestinaler Parasitismus, nicht näher bezeichnet"
837,B83,Sonstige Helminthosen
838,B830,Larva migrans visceralis
839,B831,Gnathostomiasis
840,B832,Angiostrongyliasis durch Parastrongylus cantonensis
841,B833,Syngamiasis
842,B834,Hirudiniasis interna
843,B838,Sonstige näher bezeichnete Helminthosen
844,B839,"Helminthose, nicht näher bezeichnet"
845,B85,Pedikulose [Läusebefall] und Phthiriasis [Filzläusebefall]
846,B850,Pedikulose durch Pediculus humanus capitis
847,B851,Pedikulose durch Pediculus humanus corporis
848,B852,"Pedikulose, nicht näher bezeichnet"
849,B853,Phthiriasis [Filzläusebefall]
850,B854,Mischformen von Pedikulose und Phthiriasis
851,B86,Skabies
852,B87,Myiasis
853,B870,Dermatomyiasis
854,B871,Wundmyiasis
855,B872,Ophthalmomyiasis
856,B873,Nasopharyngeale Myiasis
857,B874,Otomyiasis
858,B878,Myiasis an sonstigen Lokalisationen
859,B879,"Myiasis, nicht näher bezeichnet"
860,B88,Sonstiger Parasitenbefall der Haut
861,B880,Sonstige Akarinose [Milbenbefall]
862,B881,Tungiasis [Sandflohbefall]
863,B882,Sonstiger Befall durch Arthropoden
864,B883,Hirudiniasis externa
865,B888,Sonstiger näher bezeichneter Parasitenbefall der Haut
866,B889,"Parasitenbefall der Haut, nicht näher bezeichnet"
867,B89,Nicht näher bezeichnete parasitäre Krankheit
868,B90,Folgezustände der Tuberkulose
869,B900,Folgezustände einer Tuberkulose des Zentralnervensystems
870,B901,Folgezustände einer Tuberkulose des Urogenitalsystems
871,B902,Folgezustände einer Tuberkulose der Knochen und der Gelenke
872,B908,Folgezustände einer Tuberkulose sonstiger Organe
873,B909,Folgezustände einer Tuberkulose der Atmungsorgane und einer nicht näher bezeichneten Tuberkulose
874,B91,Folgezustände der Poliomyelitis
875,B92,Folgezustände der Lepra
876,B94,Folgezustände sonstiger und nicht näher bezeichneter infektiöser und parasitärer Krankheiten
877,B940,Folgezustände des Trachoms
878,B941,Folgezustände der Virusenzephalitis
879,B942,Folgezustände der Virushepatitis
880,B948,Folgezustände sonstiger näher bezeichneter infektiöser und parasitärer Krankheiten
881,B949,Folgezustände nicht näher bezeichneter infektiöser oder parasitärer Krankheit
882,B95,"Streptokokken und Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
883,B950,"Streptokokken, Gruppe A, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
884,B951,"Streptokokken, Gruppe B, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
885,B952,"Streptokokken, Gruppe D, und Enterokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
886,B953,"Streptococcus pneumoniae als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
887,B954,"Sonstige Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
888,B9541,"Streptokokken, Gruppe C, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
889,B9542,"Streptokokken, Gruppe G, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
890,B9548,"Sonstige näher bezeichnete Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
891,B955,"Nicht näher bezeichnete Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
892,B956,"Staphylococcus aureus als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
893,B957,"Sonstige Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
894,B958,"Nicht näher bezeichnete Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
895,B959,"Sonstige näher bezeichnete grampositive Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
896,B9590,"Sonstige näher bezeichnete grampositive aerobe Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
897,B9591,"Sonstige näher bezeichnete grampositive anaerobe, nicht sporenbildende Erreger als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
898,B96,"Sonstige näher bezeichnete Bakterien als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
899,B960,"Mykoplasmen und Ureaplasmen als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
900,B962,"Escherichia coli [E. coli] und andere Enterobacterales als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
901,B963,"Haemophilus und Moraxella als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
902,B965,"Pseudomonas und andere Nonfermenter als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind"
